Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leased,Post Code,Depreciation (£),PDC (£),Leases and rent (£),Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Management (Hard and Soft FM) costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Gross internal floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Clinical space - other (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Non-clinical space - other (m²),Retail sales area (m²),111 Contact Centre (m²),999 Contact Centre (to include empty & fall back desks) (m²),PTS Contact Centre (m²),Hub (make ready station) (m²),Spoke (m²),Ambulance Station (excludes deployment points with no premises costs) (m²),Ambulance Station (PTS) (m²),Training (m²),Corporate (m²),Fleet Workshop (m²),HART (Hazardous Area Response Team) (m²),Masts (m²),Logistics Store (m²),Other (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - clinical space (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),CHP units operated on the site (No.),CHP unit/s size - electrical (watts),CHP unit/s size - thermal (watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Water and sewerage cost (£),Water volume (including borehole) (m³),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),Confidential waste cost (£),Confidential waste volume (Tonnes),Other waste costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Cleaning service cost (£),Cleaning staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Inpatient food service cost (£),Inpatient main meals requested (No.),Hostess meal service (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Laundry and linen service used (Select),Laundry service cost (£),Linen service cost (£),Laundered pieces per annum (No.),Onsite laundry (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Portering service cost (£),Portering staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£)
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - LARGE,RXR70,CLITHEROE HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,BB7 4JX,"160,770","318,499",0,"73,584",0,0,Not Applicable,"73,807","5,541",0,0,"84,263","18,394",Not Applicable,Not Applicable,"4,212",100,"11,327",0.99,0,0,0,0,"3,511",0,0,6,53,83,0,559,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,16,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"61,739","425,142","22,837","717,324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"15,949","2,840",Not Applicable,Not Applicable,101,0.32,812,2.38,"1,891",5.56,0,0,0,0,751,3.99,0,0,0,0,"3,388",18.59,0,0,895,2.32,"9,848.00",Not Applicable,Not Applicable,"15,854",65,5,0,0.63,0.04,Yes,Not Applicable,Not Applicable,"165,689",7.56,Not Applicable,Not Applicable,"185,913","32,850",Partial hostess service,Not Applicable,Not Applicable,2. Full service – In house,"26,437","22,882","96,271",No,Not Applicable,Not Applicable,"6,654",0.25,Not Applicable,Not Applicable
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - LARGE,RXRORS,OTHER REPORTABLE SITES,Other Reportable Site,,,BB2 3HH,"137,700","96,013","5,464,870","174,003",0,0,0,"218,834","18,042",0,0,"167,912","28,902",Not Applicable,Not Applicable,"67,885",31,"202,997",Not Applicable,Not Applicable,0,0,0,"19,710",139,0,15,93,439,0,868,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,"368,950","196,596","317,354","1,149,081",0,0,1,1,5,5,0,0,88,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"67,549","407,180","84,780","2,664,658","2,046",0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"42,361","3,319",Not Applicable,Not Applicable,268,0.72,934,1.99,0,0,0,0,0,0,469,0.98,0,0,0,0,"1,835",15.26,0,0,"9,891",25.62,"30,243.00",Not Applicable,Not Applicable,"26,341",108,8,0,0.63,0.04,Yes,Not Applicable,Not Applicable,"146,839",6.14,Not Applicable,Not Applicable,0,0,No hostess,Not Applicable,Not Applicable,2. Full service – In house,"27,495","8,441","101,874",No,Not Applicable,Not Applicable,"7,561",0.25,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT05,ARDENLEIGH,4. Mental Health (including Specialist services),1. Freehold,,B24 9SA,"440,388","260,874",0,"25,503",0,"2,375",Not Applicable,"229,502","35,428","5,682","155,941","124,338","118,793",Not Applicable,Not Applicable,"8,512",100,"23,834",3.63,0,0,0,0,"4,800",22,12,56,"1,446",95,0,"2,081",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,72,0,0,0,0,"207,000","255,000",0,10,55,0,0,35,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"66,546","2,374,430",803,"1,000",0,0,"85,185","833,450",0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"39,170","11,644",Not Applicable,Not Applicable,485,0.51,393,1.31,0,0,0,0,530,2.36,"6,259",46.46,0,0,0,0,"3,819",29.92,0,0,781,5.56,0,Not Applicable,Not Applicable,0,83,3,0,0,0,No,Not Applicable,Not Applicable,"438,707",15.22,Not Applicable,Not Applicable,"437,345","78,840",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"21,400",Not Applicable,"43,940",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT06,ASHCROFT,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B18  5SD,"57,951","48,577",0,"36,842","377,595","185,028",Not Applicable,"131,671","9,470",716,"37,632","58,411",0,"21,883","8,197","1,493",100,"4,180",0.68,0,0,0,0,"1,100",0,0,3,360,0,0,30,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,7,13,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"29,024","764,463",0,0,0,0,"21,852","134,480",0,0,0,0,0,0,0,0,696,55,"6,141","1,077",0,18,559,0.74,"1,180",6.4,0,0,0,0,147,0.66,"1,859",12.89,0,0,0,0,"1,061",8.3,0,0,186,1.08,0,0,55,0,32,4,0,0,0,No,0,0,"66,055",4.31,0,"1,695","105,734","15,372",Complete hostess service,0,"2,584",1. Contracted – Full service,"11,708",Not Applicable,"33,888",No,0,"1,128",0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT15,DAVID BROMLEY HOUSE,4. Mental Health (including Specialist services),1. Freehold,,B93  0QA,"26,756","20,381",0,"1,135",0,186,Not Applicable,"25,060","3,585",425,"12,540","4,447","8,105",Not Applicable,Not Applicable,665,100,"1,862",0.4,0,0,0,0,600,2,0,5,20,0,0,38,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,14,0,0,0,"47,000","40,000",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"11,400","110,000","11,000","450,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"4,100","1,350",Not Applicable,Not Applicable,112,0.15,172,0.73,0,0,0,0,53,0.22,627,4.37,0,0,0,0,383,2.82,0,0,27,0.16,0,Not Applicable,Not Applicable,0,8,1,0,0,0,No,Not Applicable,Not Applicable,"43,852",1.8,Not Applicable,Not Applicable,"24,919","16,380",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"2,508",Not Applicable,"8,600",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT18,ENDEAVOUR COURT 210 RESERVOIR ROAD,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B23  6DJ,"39,779","28,227",0,0,"219,410","111,165",Not Applicable,"79,108","10,014",442,"22,609","33,884",0,"13,147","4,925",897,100,"2,512",0.73,0,0,0,0,671,0,0,3,201,0,0,22,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,13,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"15,214","447,964",0,0,0,0,"22,721","129,390",0,0,0,0,0,0,0,0,418,33,"3,077","1,179",0,11,269,0.33,157,0.61,0,0,0,0,109,0.44,"1,283",8.7,0,0,0,0,783,5.61,0,0,18,0.08,0,0,33,0,6,2,0,0,0,No,0,0,"39,732",2.59,0,"1,019","81,542","15,372",Complete hostess service,0,"1,552",1. Contracted – Full service,"2,877",Not Applicable,"8,295",No,0,678,0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT19,ENDEAVOUR HOUSE 202 RESERVOIR ROAD,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B23  6DJ,"16,024","11,248",0,0,"87,431","48,457",Not Applicable,"34,483","2,000",176,"9,855","14,879",0,"5,731","2,147",391,100,"1,095",0.21,0,0,0,0,363,0,0,3,15,0,0,10,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,12,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"4,404","129,673",0,0,0,0,"6,786","38,648",0,0,0,0,0,0,0,0,182,14,891,235,0,5,269,0.33,157,0.61,0,0,0,0,109,0.44,"1,283",8.7,0,0,0,0,783,5.61,0,0,18,0.08,0,0,14,0,72,2,0,0,0,No,0,0,"17,584",1.13,0,444,"74,606","13,176",Complete hostess service,0,677,1. Contracted – Full service,"2,710",Not Applicable,"8,213",No,0,295,0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT22,FORWARD HOUSE SLADE ROAD,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B23 6AL,"22,426","15,324",0,0,"119,115","61,965",Not Applicable,"44,096","3,296",240,"12,603","18,697",0,"7,329","2,745",500,100,"1,400",0.24,0,0,0,0,482,0,0,3,15,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,12,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"9,947","274,363",0,0,0,0,"11,179","62,314",0,0,0,0,0,0,0,0,233,18,"4,050","1,179",0,6,135,0.17,78,0.31,0,0,0,0,140,0.55,"1,647",10.77,0,0,0,0,"1,005",6.94,0,0,27,0.12,0,0,18,0,15,2,0,0,0,No,0,0,"27,108",1.44,0,568,"21,687","13,140",Partial hostess service,0,865,1. Contracted – Full service,454,Not Applicable,"1,376",No,0,378,0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT24,GROVE AVENUE,4. Mental Health (including Specialist services),9. Leased from commercial organisation - lease less than 99 years,1. Leased and fully serviced by the Trust,B13  9RY,0,0,"53,436","2,726",0,111,0,"24,645","1,435",190,"16,367","2,229","4,966",Not Applicable,Not Applicable,397,100,"1,112",0,0,0,0,0,300,2,0,5,20,0,0,70,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,10,0,0,0,0,"37,000","19,000",0,0,0,0,0,0,0,0,100,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"10,373","59,491","6,378","90,135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"3,076","1,200",Not Applicable,Not Applicable,135,0.1,59,0.25,0,0,Not Applicable,Not Applicable,49,0.22,579,4.3,0,0,0,0,353,2.77,Not Applicable,Not Applicable,55,0.24,0,Not Applicable,Not Applicable,0,3,0,0,0,0,No,Not Applicable,Not Applicable,"28,824",1.05,Not Applicable,Not Applicable,"20,583","10,950",Partial hostess service,Not Applicable,Not Applicable,5. Patient Linen/Laundry,0,0,0,No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT27,HERTFORD HOUSE,4. Mental Health (including Specialist services),1. Freehold,,B92  7JQ,"48,319","14,834",0,"1,309",0,135,Not Applicable,"19,883","2,540",232,"9,078","2,480","5,985",Not Applicable,Not Applicable,484,100,"1,355",0.09,0,0,0,0,400,2,0,5,20,0,0,57,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,2,8,0,0,0,"69,000","36,000",0,0,0,0,0,0,0,0,100,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"7,451","40,508","5,549","145,894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"4,659","1,326",Not Applicable,Not Applicable,93,0.08,6,0.01,0,0,0,0,49,0.22,579,4.3,0,0,0,0,353,2.77,0,0,55,0.24,0,Not Applicable,Not Applicable,0,4,1,0,0,0,No,Not Applicable,Not Applicable,"21,426",0.8,Not Applicable,Not Applicable,"12,246","10,950",Partial hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"1,311",Not Applicable,"3,801",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT28,HIGHCROFT HOSPITAL - GEORGE WARD,4. Mental Health (including Specialist services),3. Part site - Private Finance Initiative (PFI),,B23 6AL,"34,094","32,180",0,0,0,269,Not Applicable,"74,883","9,628",504,"24,387","38,890",0,"14,145","5,298",965,100,"2,702",1.01,0,0,0,0,679,0,0,3,273,0,0,10,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,1,15,0,0,0,"112,500","173,000",0,0,0,0,0,0,0,0,100,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"13,762","73,465","15,927","455,938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,36,"6,641","1,769",0,12,109,0.15,91,0.08,0,0,0,0,104,0.47,"1,256",9.17,0,0,0,0,748,5.91,0,0,74,0.32,0,0,36,0,23,2,0,0,0,No,0,0,"42,907",2.79,0,"1,096","97,043","19,764",Complete hostess service,0,"1,670",1. Contracted – Full service,"3,428",Not Applicable,"9,750",No,0,729,0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT29,HILLIS LODGE,4. Mental Health (including Specialist services),1. Freehold,,B31  5HE,"28,006","33,559",0,"2,657",0,312,Not Applicable,"56,143","9,379",536,"21,253","4,441","14,078",Not Applicable,Not Applicable,"1,117",100,"3,128",0.98,0,0,0,0,750,2,0,5,100,0,0,260,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,20,20,0,0,0,15,0,0,0,"99,000","27,000",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"13,423","344,026",44,65,0,0,"19,737","109,342",0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"10,148","3,300",Not Applicable,Not Applicable,115,0.08,76,0.32,0,0,0,0,61,0.28,720,5.41,0,0,0,0,439,3.48,0,0,83,0.36,0,Not Applicable,Not Applicable,0,11,2,0,0,0,No,Not Applicable,Not Applicable,"46,380",1.6,Not Applicable,Not Applicable,"63,722","15,330",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"3,537",Not Applicable,"10,095",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT47,MARY SEACOLE HOUSE,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B18  5SD,"78,028","61,755",0,"47,376","480,034","249,726",Not Applicable,"177,712","10,699",968,"50,790","79,000",0,"29,535","11,063","2,015",100,"5,642",0.7,0,0,0,0,"1,450",0,0,3,552,0,0,10,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,40,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"23,796","685,631",0,0,0,0,"51,909","303,618",0,0,0,0,0,0,0,0,939,74,"4,509",890,0,25,140,0.18,295,1.6,0,0,0,0,277,1.39,"3,374",27.38,0,0,0,0,"1,996",17.64,0,0,251,1.4,0,0,74,0,36,4,0,0,0,No,0,0,"89,247",5.82,0,"2,288","237,835","43,920",Complete hostess service,0,"3,487",1. Contracted – Full service,"11,295",Not Applicable,"32,211",No,0,"1,523",0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT51,NEWBRIDGE HOUSE,4. Mental Health (including Specialist services),3. Part site - Private Finance Initiative (PFI),,B10  9JH,"68,801","52,408",0,"5,094",0,477,Not Applicable,"132,687","8,347",820,"43,101","65,984",0,"25,064","9,388","1,710",100,"4,788",0.5,0,0,0,0,"1,350",0,0,3,357,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,1,15,0,0,0,"150,000","171,000",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"29,041","164,456","25,141","697,061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,63,"6,592","1,006",0,21,159,0.17,51,0.19,0,0,0,0,147,0.66,"2,396",12.89,0,0,0,0,"1,061",8.3,0,0,130,0.56,0,0,63,0,32,2,0,0,0,No,0,0,"75,420",4.94,0,"1,942","103,226","17,472",Complete hostess service,0,"2,959",1. Contracted – Full service,"3,971",Not Applicable,"11,820",No,0,"1,292",0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT64,REASIDE CLINIC,4. Mental Health (including Specialist services),1. Freehold,,B45  9BE,"523,514","202,888",0,"23,903",0,"1,976",Not Applicable,"424,907","34,118","5,248","122,653","99,594","94,034",Not Applicable,Not Applicable,"7,084",100,"19,835",3.57,0,0,0,0,"5,934",15,10,20,700,200,0,205,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,30,30,0,0,0,92,0,0,"1,220,000","2,543,000","440,000",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"63,639","2,665,862",884,"1,100",0,0,"120,541","893,993",0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"32,021","10,059",Not Applicable,Not Applicable,"1,759",1.58,270,0.66,0,0,0,0,528,2.01,"6,226",39.54,0,0,0,0,"3,799",25.47,0,0,770,3.8,0,Not Applicable,Not Applicable,0,153,3,0,0,0,No,Not Applicable,Not Applicable,"322,310",10.77,Not Applicable,Not Applicable,"476,225","100,740",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"26,064",Not Applicable,"66,638",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT65,RESERVOIR COURT,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B23  6DJ,"73,473","54,676",0,0,"425,003","221,092",Not Applicable,"157,335","10,167",856,"44,966","70,330",0,"26,148","9,794","1,784",100,"4,995",0.54,0,0,0,0,"1,400",0,0,3,371,0,0,10,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,16,8,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"20,419","601,215",0,0,0,0,"24,649","133,300",0,0,0,0,0,0,0,0,832,66,"4,131","1,061",0,22,404,0.5,235,0.92,0,0,0,0,123,0.55,"1,604",10.74,0,0,0,0,884,6.92,0,0,176,1.28,0,0,66,0,10,2,0,0,0,No,0,0,"78,524",5.15,0,"2,026","149,029","26,352",Complete hostess service,0,"3,087",1. Contracted – Full service,"7,442",Not Applicable,"21,492",No,0,"1,348",0,0,0,0
